Time,FA16_0Mz275_GF_Duodenum,FA16_0Mz275_GF_Jejunum,FA16_0Mz275_GF_Ileum,FA16_0Mz275_GF_Colon,FA16_0Mz275_GF_Liver,FA16_0Mz275_GF_Plasma,FA16_0Mz275_GF_eWAT,FA16_0Mz275_GF_iWAT,FA16_0Mz275_GF_Content_duodenum,FA16_0Mz275_GF_Content_jejunum,FA16_0Mz275_GF_Content_ileum,FA16_0Mz275_GF_Content_colon,FA16_0Mz301_GF_Duodenum,FA16_0Mz301_GF_Jejunum,FA16_0Mz301_GF_Ileum,FA16_0Mz301_GF_Colon,FA16_0Mz301_GF_Liver,FA16_0Mz301_GF_Plasma,FA16_0Mz301_GF_eWAT,FA16_0Mz301_GF_iWAT,FA16_0Mz301_GF_Content_duodenum,FA16_0Mz301_GF_Content_jejunum,FA16_0Mz301_GF_Content_ileum,FA16_0Mz301_GF_Content_colon,FA16_0Mz275_OMM_Duodenum,FA16_0Mz275_OMM_Jejunum,FA16_0Mz275_OMM_Ileum,FA16_0Mz275_OMM_Colon,FA16_0Mz275_OMM_Liver,FA16_0Mz275_OMM_Plasma,FA16_0Mz275_OMM_eWAT,FA16_0Mz275_OMM_iWAT,FA16_0Mz275_OMM_Content_duodenum,FA16_0Mz275_OMM_Content_jejunum,FA16_0Mz275_OMM_Content_ileum,FA16_0Mz275_OMM_Content_colon,FA16_0Mz301_OMM_Duodenum,FA16_0Mz301_OMM_Jejunum,FA16_0Mz301_OMM_Ileum,FA16_0Mz301_OMM_Colon,FA16_0Mz301_OMM_Liver,FA16_0Mz301_OMM_Plasma,FA16_0Mz301_OMM_eWAT,FA16_0Mz301_OMM_iWAT,FA16_0Mz301_OMM_Content_duodenum,FA16_0Mz301_OMM_Content_jejunum,FA16_0Mz301_OMM_Content_ileum,FA16_0Mz301_OMM_Content_colon,FA16_0Mz275_SPF_Duodenum,FA16_0Mz275_SPF_Jejunum,FA16_0Mz275_SPF_Ileum,FA16_0Mz275_SPF_Colon,FA16_0Mz275_SPF_Liver,FA16_0Mz275_SPF_Plasma,FA16_0Mz275_SPF_eWAT,FA16_0Mz275_SPF_iWAT,FA16_0Mz275_SPF_Content_duodenum,FA16_0Mz275_SPF_Content_jejunum,FA16_0Mz275_SPF_Content_ileum,FA16_0Mz275_SPF_Content_colon,FA16_0Mz301_SPF_Duodenum,FA16_0Mz301_SPF_Jejunum,FA16_0Mz301_SPF_Ileum,FA16_0Mz301_SPF_Colon,FA16_0Mz301_SPF_Liver,FA16_0Mz301_SPF_Plasma,FA16_0Mz301_SPF_eWAT,FA16_0Mz301_SPF_iWAT,FA16_0Mz301_SPF_Content_duodenum,FA16_0Mz301_SPF_Content_jejunum,FA16_0Mz301_SPF_Content_ileum,FA16_0Mz301_SPF_Content_colon
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2.57402941176471,1.33073529411765,0.041,0,0.157882352941176,2.38161764705882,0,0,391.220705882351,2124.72941176471,34.9329411764701,0,3.46347058823529,4.49044117647059,0.129058823529412,0,0.163558823529412,2.39694117647059,0.00705882352941176,0,510.863058823526,1044.61176470588,52.5536470588228,0,2.34982352941176,0.699647058823529,0,0,0.0373823529411765,0.395382352941176,0,0.000352941176470588,903.216941176475,1564.0058823529,51.6158823529407,0,4.06567647058823,2.31205882352941,0.0819705882352941,0,0.0416176470588235,0.405823529411765,0,0,481.853764705885,1332.38535294114,260.478705882351,0,3.43776470588235,2.53417647058824,0.246441176470588,0,0.145852941176471,0.506911764705882,0,0,451.656705882342,1101.77099999988,542.585352941226,10.3599999999998,3.89367647058823,4.80211764705882,0.798617647058823,0,0.0797647058823529,0.329647058823529,0,0,439.087999999989,476.685999999947,479.648529411809,31.0277647058817
1,2.00270588235294,2.07502941176471,0,0,0.125647058823529,1.08952941176471,0.000735294117647059,0,154.254411764703,1130.21929411765,1.97417647058824,0,1.15432352941176,1.56732352941176,0.0177941176470588,0,0.220088235294118,1.26988235294118,0,0,113.732352941174,1090.38252941176,0,0,0.975470588235294,0.870588235294118,0.0669705882352941,0,0.0394411764705882,0.221205882352941,0,0,45.341470588237,681.417882352938,38.6437058823528,0.0382352941176468,1.532,2.09229411764706,0.375705882352941,0,0.0295882352941176,0.249294117647059,0.0703823529411765,0,85.7091176470621,782.543999999996,117.477705882352,1.24647058823528,0.292529411764706,0.993882352941176,0.242382352941176,0,0.0793529411764706,0.448647058823529,0,0,483.748882352956,2138.57294117648,332.208000000007,1.24729411764707,0.300588235294118,3.45261764705882,1.01111764705882,0.0395,0.0759705882352941,0.647941176470588,0,0,263.863529411773,1663.85347058825,258.284000000005,2.05200000000001
1,2.55335294117647,2.052,0.0135,0,0.173882352941176,0.376882352941176,0,0.000352941176470588,60.4637647058848,1556.17517647059,0,0,2.79132352941176,6.48882352941176,0.0132352941176471,0.0185,0.173088235294118,0.3285,0,0,85.4661176470623,838.891058823531,0,0,1.18097058823529,1.38108823529412,0.0110294117647059,0,0.376617647058824,0.260294117647059,0,0.0103823529411765,3.239764705882,3036.71694117649,8.9228823529412,0,1.64914705882353,3.84435294117647,0.0312352941176471,0.0251470588235294,0.460411764705882,0.380441176470588,0.0238235294117647,0,3.54776470588196,2024.23941176472,78.6886470588237,0,1.30579411764706,0.485117647058823,0.0141176470588235,0,0.232382352941176,0.156058823529412,0,0,30.1529411764734,302.713411764707,0.196941176470591,0,1.78823529411765,0.979588235294118,0,0.0151764705882353,0.0841176470588235,0.208588235294118,0,0,47.4255294117691,135.531882352942,0,0
1,4.26126470588235,2.11914705882353,0.0119411764705882,0.00614705882352941,NaN,1.01505882352941,0,0.000323529411764706,331.522058823552,2776.24800000001,0,0,5.36108823529412,7.8840294117647,0.0195,0.0111176470588235,NaN,0.9965,0,0,225.520588235309,2079.08800000001,0,0,4.48032352941176,1.31305882352941,0.0544411764705882,0.0105882352941176,0.246794117647059,0.249294117647059,0,0,208.85917647059,2431.91152941172,52.8195294117673,9.28852941176472,5.12461764705882,4.45373529411765,0.168911764705882,0.0197941176470588,0.230735294117647,0.219558823529412,0,0,206.564647058825,1368.2936470588,87.962823529416,35.5235294117648,5.44108823529412,3.32067647058823,0.0234117647058824,0,0.406941176470588,0.325147058823529,0,0,429.760470588222,2011.11564705881,240.723294117641,22.2188235294114,8.34626470588235,8.05802941176471,0.293470588235294,0,0.420411764705882,0.323676470588235,0,0,438.616705882339,1035.78176470588,409.784470588225,21.4002352941173
1,0.912794117647059,2.33385294117647,0.0202941176470588,0,0.105823529411765,0.937882352941176,0,0.000411764705882353,126.482823529406,2884.80870588234,24.1252941176475,0,1.42476470588235,4.89973529411765,0.0565882352941176,0,0.138470588235294,1.08097058823529,0,0,126.175764705876,2080.88599999999,309.10352941177,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.56905882352941,1.81779411764706,0.0468529411764706,0,0.0685882352941176,0.426205882352941,0,0.00788235294117647,147.949176470588,1599.32611764706,63.1585882352941,0,2.83664705882353,4.84941176470588,0.0881764705882353,0,0.145,0.664705882352941,0.0244705882352941,0.0236470588235294,214.159058823529,816.807764705882,60.9807058823529,0
2,0.763,0.761852941176471,0.0885294117647059,0,0.325029411764706,1.93714705882353,0.0205,0,149.762470588233,1603.1996470588,236.771470588232,2.54117647058824,1.23364705882353,1.75847058823529,0.764911764705882,0.0298235294117647,0.387058823529412,2.43202941176471,0.0267647058823529,0.0151176470588235,274.300705882349,866.25670588234,389.46847058823,5.16470588235295,0.499558823529412,0.697852941176471,0.0347647058823529,0,0.126529411764706,0.567176470588235,0,0,165.962764705883,1340.02870588233,53.5708235294108,6.27200000000006,0.537411764705882,1.26082352941176,0.288970588235294,0.0402352941176471,0.222441176470588,0.9385,0,0,116.057588235295,548.98429411764,130.408941176468,22.8480000000002,1.37970588235294,1.71688235294118,1.10105882352941,0,0.201058823529412,0.157970588235294,0,0,95.9167058823512,96.5435294117684,908.318823529446,0.600705882352933,1.87682352941176,3.14002941176471,1.41258823529412,0.0141176470588235,0.217088235294118,0.173647058823529,0.000352941176470588,0,81.2639999999986,131.985882352946,408.375882352957,0.420764705882347
2,5.52470588235294,1.96529411764706,0.0174117647058824,0.0113529411764706,0.780794117647059,0.745411764705882,0,0,140.776058823523,588.012764705877,0,0,3.52202941176471,4.77673529411765,0.0169411764705882,0.0208823529411765,1.10305882352941,1.20097058823529,0,0.0078235294117647,133.809176470583,347.489058823526,0,0,1.57547058823529,0.418235294117647,0.231294117647059,0.0132058823529412,0.330441176470588,0.127558823529412,0,0,83.2410588235363,42.1193529411774,535.375058823574,1.86623529411758,0.952323529411765,0.698588235294118,0.221058823529412,0.0101764705882353,0.587441176470588,0.168764705882353,0,0,60.9554117647109,62.6252941176485,231.413823529431,0,2.37161764705882,2.05961764705882,0.0877647058823529,0.019,0.900705882352941,0.563470588235294,0,0,79.1115294117652,115.237058823534,1289.72470588235,8.72223529411768,3.82244117647059,5.01470588235294,0.97685294117647,0.0270294117647059,1.08220588235294,0.921411764705882,0,0.000441176470588235,76.8885294117652,109.221176470592,573.108235294118,21.4591764705883
2,0.800617647058823,1.86973529411765,0.0348823529411765,0.0304117647058823,1.69164705882353,1.66997058823529,0,0.0321764705882353,20.3745882352938,2189.38411764704,0,0,0.593735294117647,4.31252941176471,0.0414411764705882,0.0293529411764706,1.79982352941176,1.95255882352941,0,0.0989411764705882,89.9999999999984,2497.83411764703,0,0,3.14297058823529,2.94447058823529,0.190294117647059,0.0360588235294118,1.28326470588235,0.407852941176471,0,0.000441176470588235,83.936941176473,2262.07600000005,481.689882352933,427.363058823525,4.20855882352941,3.34964705882353,0.576647058823529,0.0849117647058823,1.78982352941176,0.676382352941176,0,0.0105294117647059,100.718117647062,1015.82400000002,385.219764705875,488.321647058819,2.91552941176471,6.467,0.302529411764706,0.0421470588235294,0.925235294117647,0.305205882352941,0,0.000294117647058824,83.1541764705791,516.75294117646,1582.92747058829,68.0114117647058,3.59397058823529,6.99944117647059,0.529294117647059,0.123117647058824,1.13873529411765,0.388823529411765,0,0,90.8030588235194,247.395588235289,872.861529411794,418.002882352941
2,1.60470588235294,1.09217647058824,0,0.0685882352941176,0.312588235294118,0.767911764705882,0,0,198.15211764706,401.558411764703,1.10370588235299,4.4493529411765,0.753705882352941,1.70838235294118,0,0.0178529411764706,0.114676470588235,0.175588235294118,0,0,98.113764705883,1021.34647058823,2.68505882352953,7.59105882352946,0.826882352941176,0.380529411764706,0.270235294117647,0,0.389058823529412,2.36273529411765,0,0,33.623764705882,24.1182352941177,709.041941176469,3.28447058823532,0.516529411764706,0.909529411764706,0.376264705882353,0.0249705882352941,0.437764705882353,2.51744117647059,0,0,77.6936470588228,355.490705882354,480.107588235293,5.35800000000004,0.0567941176470588,0.087,0.0364411764705882,0,0.0208823529411765,0.0546176470588235,0,0,0.375529411764724,1.08388235294119,43.1263529411772,4.9823529411765,0.048,0.079735294117647,0.0224117647058823,0,0.045,0.0561176470588235,0,0,0.424117647058844,3.52152941176474,25.6298823529416,1.48111764705883
